Ensembl,En_gene,Name,Entrez,Refseq
26582,ENSMUST00000194410,ENSMUSG00000098546,Vezf1,22344,
26583,ENSMUST00000193449,ENSMUSG00000104250,Usp39,28035,NM_138592
26584,ENSMUST00000191739,ENSMUSG00000104250,Usp39,28035,
26585,ENSMUST00000205987,ENSMUSG00000104250,Usp39,28035,
26586,ENSMUST00000215536,ENSMUSG00000110900,Lsm4,50783,NM_015816
26587,ENSMUST00000215386,ENSMUSG00000110900,Lsm4,50783,
26588,ENSMUST00000216239,ENSMUSG00000110900,Lsm4,50783,
26589,ENSMUST00000216410,ENSMUSG00000110900,Lsm4,50783,
26590,ENSMUST00000213915,ENSMUSG00000110900,Lsm4,50783,
26591,ENSMUST00000230356,ENSMUSG00000115913,Slfn1,20555,NM_011407
26592,ENSMUST00000229192,ENSMUSG00000115941,Slfn3,20557,NM_011409
26593,ENSMUST00000229117,ENSMUSG00000115941,Slfn3,20557,
26594,ENSMUST00000229716,ENSMUSG00000115941,Slfn3,20557,
26595,ENSMUST00000229037,ENSMUSG00000116394,Atp6v1c1,66335,NM_025494
26596,ENSMUST00000230930,ENSMUSG00000116394,Atp6v1c1,66335,
26597,ENSMUST00000229983,ENSMUSG00000116394,Atp6v1c1,66335,
26598,ENSMUST00000230346,ENSMUSG00000116394,Atp6v1c1,66335,
26599,ENSMUST00000231175,ENSMUSG00000116394,Atp6v1c1,66335,
26600,ENSMUST00000230180,ENSMUSG00000116394,Atp6v1c1,66335,
26601,ENSMUST00000231217,ENSMUSG00000116394,Atp6v1c1,66335,
26602,ENSMUST00000230730,ENSMUSG00000116362,Cylc1,67407,
26603,ENSMUST00000229715,ENSMUSG00000116362,Cylc1,67407,NM_026134
26604,ENSMUST00000205401,ENSMUSG00000108680,0610030E20Rik,68364,
26605,ENSMUST00000206175,ENSMUSG00000108680,0610030E20Rik,68364,
26606,ENSMUST00000192144,ENSMUSG00000108680,0610030E20Rik,68364,NM_026696
26607,ENSMUST00000204386,ENSMUSG00000108680,0610030E20Rik,68364,
26608,ENSMUST00000228966,ENSMUSG00000115954,Slfn2,20556,NM_011408
26609,ENSMUST00000229820,ENSMUSG00000115954,Slfn2,20556,
26610,ENSMUST00000229586,ENSMUSG00000116453,LT629151.10,20558,NM_011410
26611,ENSMUST00000229586,ENSMUSG00000116453,LT629151.10,20558,NM_001302559
26612,ENSMUST00000230963,ENSMUSG00000116453,LT629151.10,20558,
26613,ENSMUST00000182493,ENSMUSG00000097894,Cacng6,54378,NM_133183
26614,ENSMUST00000180916,ENSMUSG00000097894,Cacng6,54378,
26615,ENSMUST00000215537,ENSMUSG00000110850,Slc30a1,22782,NM_009579
26616,ENSMUST00000214588,ENSMUSG00000110850,Slc30a1,22782,
26617,ENSMUST00000216080,ENSMUSG00000099077,Ppp2r3d,19054,
26618,ENSMUST00000216080,ENSMUSG00000099077,Ppp2r3d,108167320,
26619,ENSMUST00000216080,ENSMUSG00000099077,Ppp2r3d,108167694,
26620,ENSMUST00000187919,ENSMUSG00000099077,Ppp2r3d,19054,
26621,ENSMUST00000187919,ENSMUSG00000099077,Ppp2r3d,108167320,
26622,ENSMUST00000187919,ENSMUSG00000099077,Ppp2r3d,108167694,
26623,ENSMUST00000216763,ENSMUSG00000099077,Ppp2r3d,19054,
26624,ENSMUST00000216763,ENSMUSG00000099077,Ppp2r3d,108167320,
26625,ENSMUST00000216763,ENSMUSG00000099077,Ppp2r3d,108167694,
26626,ENSMUST00000186956,ENSMUSG00000099077,Ppp2r3d,19054,
26627,ENSMUST00000186956,ENSMUSG00000099077,Ppp2r3d,108167320,
26628,ENSMUST00000186956,ENSMUSG00000099077,Ppp2r3d,108167694,
26629,ENSMUST00000214188,ENSMUSG00000099077,Ppp2r3d,19054,
26630,ENSMUST00000214188,ENSMUSG00000099077,Ppp2r3d,108167320,
26631,ENSMUST00000214188,ENSMUSG00000099077,Ppp2r3d,108167694,
26632,ENSMUST00000184298,ENSMUSG00000099077,Ppp2r3d,19054,
26633,ENSMUST00000184298,ENSMUSG00000099077,Ppp2r3d,108167320,
26634,ENSMUST00000184298,ENSMUSG00000099077,Ppp2r3d,108167694,
26635,ENSMUST00000184929,ENSMUSG00000099077,Ppp2r3d,19054,
26636,ENSMUST00000184929,ENSMUSG00000099077,Ppp2r3d,108167320,
26637,ENSMUST00000184929,ENSMUSG00000099077,Ppp2r3d,108167694,
26638,ENSMUST00000187499,ENSMUSG00000099077,Ppp2r3d,19054,
26639,ENSMUST00000187499,ENSMUSG00000099077,Ppp2r3d,108167320,
26640,ENSMUST00000187499,ENSMUSG00000099077,Ppp2r3d,108167694,
26641,ENSMUST00000214148,ENSMUSG00000111714,Mtch2,56428,
26642,ENSMUST00000213376,ENSMUSG00000111714,Mtch2,56428,
26643,ENSMUST00000217470,ENSMUSG00000111714,Mtch2,56428,
26644,ENSMUST00000214378,ENSMUSG00000111714,Mtch2,56428,
26645,ENSMUST00000215609,ENSMUSG00000111714,Mtch2,56428,
26646,ENSMUST00000216454,ENSMUSG00000111714,Mtch2,56428,NM_001317242
26647,ENSMUST00000216454,ENSMUSG00000111714,Mtch2,56428,NM_019758
26648,ENSMUST00000216454,ENSMUSG00000111714,Mtch2,56428,NM_001317241
26649,ENSMUST00000216454,ENSMUSG00000111714,Mtch2,56428,NM_001317243
26650,ENSMUST00000216454,ENSMUSG00000111714,Mtch2,56428,NM_001317244
26651,ENSMUST00000216814,ENSMUSG00000111714,Mtch2,56428,
26652,ENSMUST00000215750,ENSMUSG00000111714,Mtch2,56428,
26653,ENSMUST00000214987,ENSMUSG00000111714,Mtch2,56428,
26654,ENSMUST00000216471,ENSMUSG00000111714,Mtch2,56428,
26655,ENSMUST00000217168,ENSMUSG00000111714,Mtch2,56428,
26656,ENSMUST00000216932,ENSMUSG00000111214,Slc30a4,22785,NM_011774
26657,ENSMUST00000214380,ENSMUSG00000111214,Slc30a4,22785,NM_001290993
26658,ENSMUST00000229420,ENSMUSG00000116334,Zhx1,22770,
26659,ENSMUST00000229354,ENSMUSG00000116334,Zhx1,22770,NM_001042438
26660,ENSMUST00000229748,ENSMUSG00000116334,Zhx1,22770,NM_009572
26661,ENSMUST00000229790,ENSMUSG00000116334,Zhx1,22770,
26662,ENSMUST00000230255,ENSMUSG00000116334,Zhx1,22770,
26663,ENSMUST00000229151,ENSMUSG00000116334,Zhx1,22770,
26664,ENSMUST00000180998,ENSMUSG00000097829,Myadm,50918,NM_001093764
26665,ENSMUST00000180998,ENSMUSG00000097829,Myadm,50918,NM_016969
26666,ENSMUST00000180998,ENSMUSG00000097829,Myadm,50918,NM_001093765
26667,ENSMUST00000180998,ENSMUSG00000097829,Myadm,50918,NM_001093766
26668,ENSMUST00000230914,ENSMUSG00000097829,Myadm,50918,
26669,ENSMUST00000181455,ENSMUSG00000097449,Prkcg,18752,
26670,ENSMUST00000230345,ENSMUSG00000097449,Prkcg,18752,NM_011102
26671,ENSMUST00000181221,ENSMUSG00000097449,Prkcg,18752,NM_001291434
26672,ENSMUST00000229834,ENSMUSG00000097449,Prkcg,18752,
26673,ENSMUST00000183742,ENSMUSG00000098375,Mrps23,64656,NM_001291270
26674,ENSMUST00000183742,ENSMUSG00000098375,Mrps23,64656,NM_024174
26675,ENSMUST00000195872,ENSMUSG00000098375,Mrps23,64656,NM_001291271
26676,ENSMUST00000195872,ENSMUSG00000098375,Mrps23,64656,NM_001291272
26677,ENSMUST00000192161,ENSMUSG00000098375,Mrps23,64656,
26678,ENSMUST00000193526,ENSMUSG00000098375,Mrps23,64656,
26679,ENSMUST00000192249,ENSMUSG00000098375,Mrps23,64656,NM_001291273
26680,ENSMUST00000214032,ENSMUSG00000111742,Cox20,66359,NM_025511
26681,ENSMUST00000213470,ENSMUSG00000111742,Cox20,66359,
26682,ENSMUST00000230193,ENSMUSG00000115904,Itgb3bp,67733,NM_026348
26683,ENSMUST00000230967,ENSMUSG00000115904,Itgb3bp,67733,
26684,ENSMUST00000231205,ENSMUSG00000115904,Itgb3bp,67733,
26685,ENSMUST00000230324,ENSMUSG00000115904,Itgb3bp,67733,
26686,ENSMUST00000229851,ENSMUSG00000115904,Itgb3bp,67733,
26687,ENSMUST00000201365,ENSMUSG00000107275,Gcc2,70297,NM_027375
26688,ENSMUST00000200958,ENSMUSG00000107275,Gcc2,70297,
26689,ENSMUST00000202872,ENSMUSG00000107275,Gcc2,70297,
26690,ENSMUST00000202595,ENSMUSG00000107275,Gcc2,70297,
26691,ENSMUST00000201808,ENSMUSG00000107275,Gcc2,70297,
26692,ENSMUST00000200818,ENSMUSG00000107275,Gcc2,70297,
26693,ENSMUST00000201455,ENSMUSG00000107275,Gcc2,70297,
26694,ENSMUST00000200865,ENSMUSG00000107275,Gcc2,70297,
26695,ENSMUST00000201644,ENSMUSG00000107275,Gcc2,70297,
26696,ENSMUST00000202225,ENSMUSG00000107275,Gcc2,70297,
26697,ENSMUST00000216216,ENSMUSG00000111393,Dpysl4,26757,NM_011993
26698,ENSMUST00000215221,ENSMUSG00000111393,Dpysl4,26757,
26699,ENSMUST00000214233,ENSMUSG00000111393,Dpysl4,26757,
26700,ENSMUST00000215364,ENSMUSG00000111393,Dpysl4,26757,
26701,ENSMUST00000213588,ENSMUSG00000111393,Dpysl4,26757,
26702,ENSMUST00000213523,ENSMUSG00000111393,Dpysl4,26757,
26703,ENSMUST00000216022,ENSMUSG00000111385,Traf5,22033,
26704,ENSMUST00000215301,ENSMUSG00000111385,Traf5,22033,
26705,ENSMUST00000213867,ENSMUSG00000111385,Traf5,22033,NM_011633
26706,ENSMUST00000214473,ENSMUSG00000111385,Traf5,22033,
26707,ENSMUST00000215130,ENSMUSG00000111385,Traf5,22033,
26708,ENSMUST00000205969,ENSMUSG00000102720,Rnf181,66510,
26709,ENSMUST00000194851,ENSMUSG00000102720,Rnf181,66510,NM_001331168
26710,ENSMUST00000193509,ENSMUSG00000102720,Rnf181,66510,NM_001331173
26711,ENSMUST00000193509,ENSMUSG00000102720,Rnf181,66510,NM_001331170
26712,ENSMUST00000193509,ENSMUSG00000102720,Rnf181,66510,NM_025607
26713,ENSMUST00000191989,ENSMUSG00000102720,Rnf181,66510,
26714,ENSMUST00000192123,ENSMUSG00000102720,Rnf181,66510,
26715,ENSMUST00000194461,ENSMUSG00000102720,Rnf181,66510,
26716,ENSMUST00000195191,ENSMUSG00000102720,Rnf181,66510,
26717,ENSMUST00000192233,ENSMUSG00000102720,Rnf181,66510,
26718,ENSMUST00000193589,ENSMUSG00000102720,Rnf181,66510,
26719,ENSMUST00000194976,ENSMUSG00000102720,Rnf181,66510,
26720,ENSMUST00000195592,ENSMUSG00000102720,Rnf181,66510,
26721,ENSMUST00000193933,ENSMUSG00000102720,Rnf181,66510,
26722,ENSMUST00000193818,ENSMUSG00000102720,Rnf181,66510,
26723,ENSMUST00000206711,ENSMUSG00000102720,Rnf181,66510,
26724,ENSMUST00000229743,ENSMUSG00000116053,Atad2,70472,
26725,ENSMUST00000229333,ENSMUSG00000116053,Atad2,70472,NM_027435
26726,ENSMUST00000230970,ENSMUSG00000116053,Atad2,70472,
26727,ENSMUST00000230241,ENSMUSG00000116053,Atad2,70472,
26728,ENSMUST00000229485,ENSMUSG00000116053,Atad2,70472,
26729,ENSMUST00000229016,ENSMUSG00000116053,Atad2,70472,
26730,ENSMUST00000230578,ENSMUSG00000116053,Atad2,70472,
26731,ENSMUST00000230827,ENSMUSG00000116053,Atad2,70472,
26732,ENSMUST00000230873,ENSMUSG00000115951,Hspa4l,18415,
26733,ENSMUST00000230680,ENSMUSG00000115951,Hspa4l,18415,
26734,ENSMUST00000230348,ENSMUSG00000115951,Hspa4l,18415,NM_011020
26735,ENSMUST00000231135,ENSMUSG00000115951,Hspa4l,18415,
26736,ENSMUST00000229455,ENSMUSG00000115951,Hspa4l,18415,
26737,ENSMUST00000229561,ENSMUSG00000115951,Hspa4l,18415,
26738,ENSMUST00000229237,ENSMUSG00000115951,Hspa4l,18415,
26739,ENSMUST00000230789,ENSMUSG00000115951,Hspa4l,18415,
26740,ENSMUST00000217439,ENSMUSG00000111321,Prodh,19125,
26741,ENSMUST00000216479,ENSMUSG00000111321,Prodh,19125,
26742,ENSMUST00000216391,ENSMUSG00000111321,Prodh,19125,NM_011172
26743,ENSMUST00000214498,ENSMUSG00000111321,Prodh,19125,
26744,ENSMUST00000215115,ENSMUSG00000111321,Prodh,19125,
26745,ENSMUST00000215314,ENSMUSG00000111321,Prodh,19125,
26746,ENSMUST00000231583,ENSMUSG00000111321,Prodh,19125,
26747,ENSMUST00000231930,ENSMUSG00000111321,Prodh,19125,
26748,ENSMUST00000232623,ENSMUSG00000111321,Prodh,19125,
26749,ENSMUST00000216846,ENSMUSG00000111321,Prodh,19125,
26750,ENSMUST00000214467,ENSMUSG00000111145,Hnrnpu,51810,
26751,ENSMUST00000213673,ENSMUSG00000111145,Hnrnpu,51810,
26752,ENSMUST00000214653,ENSMUSG00000111145,Hnrnpu,51810,
26753,ENSMUST00000216715,ENSMUSG00000111145,Hnrnpu,51810,
26754,ENSMUST00000216820,ENSMUSG00000111145,Hnrnpu,51810,NM_016805
26755,ENSMUST00000215444,ENSMUSG00000111145,Hnrnpu,51810,
26756,ENSMUST00000216050,ENSMUSG00000111145,Hnrnpu,51810,
26757,ENSMUST00000214701,ENSMUSG00000111145,Hnrnpu,51810,
26758,ENSMUST00000213664,ENSMUSG00000111145,Hnrnpu,51810,
26759,ENSMUST00000214937,ENSMUSG00000110961,C1qtnf4,67445,NM_026161
26760,ENSMUST00000229412,ENSMUSG00000116203,Rps6ka6,67071,
26761,ENSMUST00000229806,ENSMUSG00000116203,Rps6ka6,67071,
26762,ENSMUST00000230618,ENSMUSG00000116203,Rps6ka6,67071,
26763,ENSMUST00000229157,ENSMUSG00000116203,Rps6ka6,67071,NM_025949
26764,ENSMUST00000229688,ENSMUSG00000116203,Rps6ka6,67071,
26765,ENSMUST00000229913,ENSMUSG00000116203,Rps6ka6,67071,
26766,ENSMUST00000228999,ENSMUSG00000116203,Rps6ka6,67071,
26767,ENSMUST00000230443,ENSMUSG00000116203,Rps6ka6,67071,
26768,ENSMUST00000230947,ENSMUSG00000116203,Rps6ka6,67071,
26769,ENSMUST00000230170,ENSMUSG00000116203,Rps6ka6,67071,
26770,ENSMUST00000229401,ENSMUSG00000116203,Rps6ka6,67071,
26771,ENSMUST00000229654,ENSMUSG00000116203,Rps6ka6,67071,
26772,ENSMUST00000202235,ENSMUSG00000106929,Cthrc1,68588,NM_001364813
26773,ENSMUST00000202235,ENSMUSG00000106929,Cthrc1,68588,NM_026778
26774,ENSMUST00000228447,ENSMUSG00000106929,Cthrc1,68588,
26775,ENSMUST00000201206,ENSMUSG00000106929,Cthrc1,68588,
26776,ENSMUST00000202314,ENSMUSG00000106929,Cthrc1,68588,
26777,ENSMUST00000215698,ENSMUSG00000111727,Ndufs3,68349,
26778,ENSMUST00000215399,ENSMUSG00000111727,Ndufs3,68349,NM_026688
26779,ENSMUST00000214398,ENSMUSG00000111727,Ndufs3,68349,
26780,ENSMUST00000217471,ENSMUSG00000111727,Ndufs3,68349,
26781,ENSMUST00000215953,ENSMUSG00000111727,Ndufs3,68349,
26782,ENSMUST00000214450,ENSMUSG00000111727,Ndufs3,68349,
26783,ENSMUST00000202369,ENSMUSG00000107007,Slc25a32,69906,NM_172402
26784,ENSMUST00000226790,ENSMUSG00000107007,Slc25a32,69906,
26785,ENSMUST00000227588,ENSMUSG00000107007,Slc25a32,69906,
26786,ENSMUST00000228776,ENSMUSG00000107007,Slc25a32,69906,
26787,ENSMUST00000214106,ENSMUSG00000111826,Pik3r2,18709,NM_008841
26788,ENSMUST00000217525,ENSMUSG00000111826,Pik3r2,18709,
26789,ENSMUST00000216044,ENSMUSG00000111826,Pik3r2,18709,
26790,ENSMUST00000217246,ENSMUSG00000111826,Pik3r2,18709,
26791,ENSMUST00000214572,ENSMUSG00000111826,Pik3r2,18709,
26792,ENSMUST00000214122,ENSMUSG00000111826,Pik3r2,18709,
26793,ENSMUST00000206266,ENSMUSG00000102671,Vamp5,53620,
26794,ENSMUST00000192869,ENSMUSG00000102671,Vamp5,53620,
26795,ENSMUST00000195019,ENSMUSG00000102671,Vamp5,53620,NM_001080742
26796,ENSMUST00000195019,ENSMUSG00000102671,Vamp5,53620,NM_016872
26797,ENSMUST00000215797,ENSMUSG00000111536,Stk32c,57740,NM_021302
26798,ENSMUST00000214031,ENSMUSG00000111536,Stk32c,57740,NM_001162540
26799,ENSMUST00000215110,ENSMUSG00000111688,Kbtbd4,67136,NM_001361372
26800,ENSMUST00000215110,ENSMUSG00000111688,Kbtbd4,67136,NM_001311116
26801,ENSMUST00000216395,ENSMUSG00000111688,Kbtbd4,67136,NM_025991
26802,ENSMUST00000217632,ENSMUSG00000111688,Kbtbd4,67136,
26803,ENSMUST00000216923,ENSMUSG00000111688,Kbtbd4,67136,
26804,ENSMUST00000216829,ENSMUSG00000111688,Kbtbd4,67136,
26805,ENSMUST00000192980,ENSMUSG00000103205,Vamp8,22320,NM_016794
26806,ENSMUST00000195876,ENSMUSG00000103205,Vamp8,22320,
26807,ENSMUST00000194207,ENSMUSG00000103019,Ggcx,56316,NM_019802
26808,ENSMUST00000205972,ENSMUSG00000103019,Ggcx,56316,
26809,ENSMUST00000206601,ENSMUSG00000103019,Ggcx,56316,
26810,ENSMUST00000193821,ENSMUSG00000103019,Ggcx,56316,
26811,ENSMUST00000206507,ENSMUSG00000103019,Ggcx,56316,
26812,ENSMUST00000230626,ENSMUSG00000116035,Pstpip2,19201,NM_013831
26813,ENSMUST00000213627,ENSMUSG00000111113,Rtn4r,65079,NM_022982
26814,ENSMUST00000201498,ENSMUSG00000106911,Snrnp40,66585,NM_025645
26815,ENSMUST00000202518,ENSMUSG00000106911,Snrnp40,66585,
26816,ENSMUST00000202295,ENSMUSG00000106911,Snrnp40,66585,
26817,ENSMUST00000201646,ENSMUSG00000106911,Snrnp40,66585,
26818,ENSMUST00000230488,ENSMUSG00000116076,Fbxo32,67731,NM_026346
26819,ENSMUST00000213299,ENSMUSG00000111527,Nadk2,68646,
26820,ENSMUST00000217358,ENSMUSG00000111527,Nadk2,68646,
26821,ENSMUST00000229949,ENSMUSG00000111527,Nadk2,68646,NM_001085410
26822,ENSMUST00000229949,ENSMUSG00000111527,Nadk2,68646,NM_001040395
26823,ENSMUST00000229949,ENSMUSG00000111527,Nadk2,68646,NM_001286253
26824,ENSMUST00000229627,ENSMUSG00000111527,Nadk2,68646,NM_001286255
26825,ENSMUST00000201306,ENSMUSG00000107174,Tmem89,69384,NM_027066
26826,ENSMUST00000201875,ENSMUSG00000107174,Tmem89,69384,
26827,ENSMUST00000230689,ENSMUSG00000116501,Mucl2,20770,NM_009267
26828,ENSMUST00000230999,ENSMUSG00000116501,Mucl2,20770,
26829,ENSMUST00000213567,ENSMUSG00000111328,AC139209.1,27401,NM_001285980
26830,ENSMUST00000213567,ENSMUSG00000111328,AC139209.1,27401,NM_013787
26831,ENSMUST00000230506,ENSMUSG00000111328,AC139209.1,27401,
26832,ENSMUST00000206884,ENSMUSG00000108733,Zdhhc8,27801,NM_172151
26833,ENSMUST00000232119,ENSMUSG00000108733,Zdhhc8,27801,
26834,ENSMUST00000202750,ENSMUSG00000107235,Uqcrc1,22273,NM_025407
26835,ENSMUST00000202488,ENSMUSG00000107235,Uqcrc1,22273,
26836,ENSMUST00000201280,ENSMUSG00000107235,Uqcrc1,22273,
26837,ENSMUST00000202097,ENSMUSG00000107235,Uqcrc1,22273,
26838,ENSMUST00000200772,ENSMUSG00000107235,Uqcrc1,22273,
26839,ENSMUST00000202718,ENSMUSG00000107235,Uqcrc1,22273,
26840,ENSMUST00000201949,ENSMUSG00000107235,Uqcrc1,22273,
26841,ENSMUST00000201358,ENSMUSG00000107235,Uqcrc1,22273,
26842,ENSMUST00000230934,ENSMUSG00000115934,1700067P10Rik,NA,NM_026625
26843,ENSMUST00000232881,ENSMUSG00000115934,1700067P10Rik,NA,
26844,ENSMUST00000183528,ENSMUSG00000099164,Ranbp1,19385,NM_011239
26845,ENSMUST00000185058,ENSMUSG00000099164,Ranbp1,19385,
26846,ENSMUST00000184634,ENSMUSG00000099164,Ranbp1,19385,
26847,ENSMUST00000185140,ENSMUSG00000099164,Ranbp1,19385,
26848,ENSMUST00000230182,ENSMUSG00000116326,Plk4,20873,NM_011495
26849,ENSMUST00000229347,ENSMUSG00000116326,Plk4,20873,
26850,ENSMUST00000229967,ENSMUSG00000116326,Plk4,20873,
26851,ENSMUST00000230296,ENSMUSG00000116326,Plk4,20873,
26852,ENSMUST00000229442,ENSMUSG00000116326,Plk4,20873,
26853,ENSMUST00000229475,ENSMUSG00000116326,Plk4,20873,NM_173169
26854,ENSMUST00000231193,ENSMUSG00000116326,Plk4,20873,
26855,ENSMUST00000229461,ENSMUSG00000116326,Plk4,20873,
26856,ENSMUST00000230080,ENSMUSG00000116326,Plk4,20873,
26857,ENSMUST00000230793,ENSMUSG00000116326,Plk4,20873,
26858,ENSMUST00000192630,ENSMUSG00000103879,Sftpb,20388,NM_147779
26859,ENSMUST00000192630,ENSMUSG00000103879,Sftpb,20388,NM_001282071
26860,ENSMUST00000231123,ENSMUSG00000103879,Sftpb,20388,
26861,ENSMUST00000215695,ENSMUSG00000103879,Sftpb,20388,
26862,ENSMUST00000230547,ENSMUSG00000103879,Sftpb,20388,
26863,ENSMUST00000185127,ENSMUSG00000097306,Rhox5,18617,
26864,ENSMUST00000180893,ENSMUSG00000097306,Rhox5,18617,NM_008818
26865,ENSMUST00000229689,ENSMUSG00000115982,Trem1,58217,NM_001347399
26866,ENSMUST00000228979,ENSMUSG00000115982,Trem1,58217,NM_021406
26867,ENSMUST00000181916,ENSMUSG00000097200,Rhox6,19202,NM_008955
26868,ENSMUST00000230928,ENSMUSG00000116070,Mrps10,64657,NM_001146211
26869,ENSMUST00000230755,ENSMUSG00000116070,Mrps10,64657,NM_001146212
26870,ENSMUST00000230295,ENSMUSG00000116070,Mrps10,64657,
26871,ENSMUST00000229975,ENSMUSG00000116070,Mrps10,64657,
26872,ENSMUST00000229094,ENSMUSG00000116070,Mrps10,64657,
26873,ENSMUST00000229021,ENSMUSG00000116070,Mrps10,64657,
26874,ENSMUST00000230548,ENSMUSG00000116070,Mrps10,64657,NM_183086
26875,ENSMUST00000229624,ENSMUSG00000116070,Mrps10,64657,
26876,ENSMUST00000230164,ENSMUSG00000116070,Mrps10,64657,
26877,ENSMUST00000230707,ENSMUSG00000116070,Mrps10,64657,
26878,ENSMUST00000229358,ENSMUSG00000116070,Mrps10,64657,
26879,ENSMUST00000230731,ENSMUSG00000116176,Trem3,58218,NM_021407
26880,ENSMUST00000230246,ENSMUSG00000116430,Psmd10,53380,NM_016883
26881,ENSMUST00000229145,ENSMUSG00000116430,Psmd10,53380,NM_001164177
26882,ENSMUST00000181589,ENSMUSG00000097733,Cabp2,29866,
26883,ENSMUST00000180578,ENSMUSG00000097733,Cabp2,29866,NM_001160253
26884,ENSMUST00000180694,ENSMUSG00000097733,Cabp2,29866,NM_001160252
26885,ENSMUST00000180961,ENSMUSG00000097733,Cabp2,29866,NM_013878
26886,ENSMUST00000181024,ENSMUSG00000097733,Cabp2,29866,
26887,ENSMUST00000230476,ENSMUSG00000115940,Slfn1,20555,NM_011407
26888,ENSMUST00000180435,ENSMUSG00000097485,Cdk2ap2,52004,NM_026373
26889,ENSMUST00000180956,ENSMUSG00000097485,Cdk2ap2,52004,
26890,ENSMUST00000181040,ENSMUSG00000097485,Cdk2ap2,52004,
26891,ENSMUST00000181806,ENSMUSG00000097485,Cdk2ap2,52004,
26892,ENSMUST00000181684,ENSMUSG00000097485,Cdk2ap2,52004,
26893,ENSMUST00000230976,ENSMUSG00000116431,Slfn3,20557,NM_011409
26894,ENSMUST00000230167,ENSMUSG00000116431,Slfn3,20557,
26895,ENSMUST00000229693,ENSMUSG00000116431,Slfn3,20557,
26896,ENSMUST00000217126,ENSMUSG00000110906,Arrdc2,70807,
26897,ENSMUST00000215203,ENSMUSG00000110906,Arrdc2,70807,NM_027560
26898,ENSMUST00000216106,ENSMUSG00000110906,Arrdc2,70807,
26899,ENSMUST00000213421,ENSMUSG00000110906,Arrdc2,70807,
26900,ENSMUST00000216528,ENSMUSG00000110906,Arrdc2,70807,
26901,ENSMUST00000215622,ENSMUSG00000110906,Arrdc2,70807,
26902,ENSMUST00000214365,ENSMUSG00000110906,Arrdc2,70807,
26903,ENSMUST00000229667,ENSMUSG00000116405,Pcmt1,18537,
26904,ENSMUST00000229931,ENSMUSG00000116405,Pcmt1,18537,NM_001347228
26905,ENSMUST00000231120,ENSMUSG00000116405,Pcmt1,18537,NM_008786
26906,ENSMUST00000230592,ENSMUSG00000116405,Pcmt1,18537,
26907,ENSMUST00000230258,ENSMUSG00000116405,Pcmt1,18537,
26908,ENSMUST00000229225,ENSMUSG00000116405,Pcmt1,18537,
26909,ENSMUST00000229892,ENSMUSG00000116405,Pcmt1,18537,
26910,ENSMUST00000230455,ENSMUSG00000116405,Pcmt1,18537,
26911,ENSMUST00000230965,ENSMUSG00000116405,Pcmt1,18537,
26912,ENSMUST00000229405,ENSMUSG00000116405,Pcmt1,18537,
26913,ENSMUST00000230988,ENSMUSG00000115991,Slfn2,20556,
26914,ENSMUST00000230326,ENSMUSG00000115991,Slfn2,20556,NM_011408
26915,ENSMUST00000230257,ENSMUSG00000116134,LT629154.2,20558,
26916,ENSMUST00000229789,ENSMUSG00000116134,LT629154.2,20558,NM_011410
26917,ENSMUST00000229789,ENSMUSG00000116134,LT629154.2,20558,NM_001302559
26918,ENSMUST00000215066,ENSMUSG00000111123,March5,69104,NM_027314
26919,ENSMUST00000216250,ENSMUSG00000111123,March5,69104,NM_001164336
26920,ENSMUST00000217500,ENSMUSG00000111123,March5,69104,NM_001164337
26921,ENSMUST00000214998,ENSMUSG00000111123,March5,69104,
26922,ENSMUST00000180660,ENSMUSG00000097096,Pitpnm1,18739,
26923,ENSMUST00000181744,ENSMUSG00000097096,Pitpnm1,18739,
26924,ENSMUST00000181798,ENSMUSG00000097096,Pitpnm1,18739,
26925,ENSMUST00000181715,ENSMUSG00000097096,Pitpnm1,18739,NM_008851
26926,ENSMUST00000180607,ENSMUSG00000097096,Pitpnm1,18739,
26927,ENSMUST00000181681,ENSMUSG00000097096,Pitpnm1,18739,
26928,ENSMUST00000180760,ENSMUSG00000097096,Pitpnm1,18739,
26929,ENSMUST00000181372,ENSMUSG00000097096,Pitpnm1,18739,
26930,ENSMUST00000180675,ENSMUSG00000097096,Pitpnm1,18739,
26931,ENSMUST00000181069,ENSMUSG00000097096,Pitpnm1,18739,
26932,ENSMUST00000181468,ENSMUSG00000097096,Pitpnm1,18739,
26933,ENSMUST00000229979,ENSMUSG00000116037,Nup43,69912,NM_145706
26934,ENSMUST00000230456,ENSMUSG00000116037,Nup43,69912,
26935,ENSMUST00000229643,ENSMUSG00000116037,Nup43,69912,
26936,ENSMUST00000229374,ENSMUSG00000116037,Nup43,69912,
26937,ENSMUST00000217185,ENSMUSG00000111277,Rab3a,19339,
26938,ENSMUST00000229860,ENSMUSG00000111277,Rab3a,19339,NM_001166399
26939,ENSMUST00000229860,ENSMUSG00000111277,Rab3a,19339,NM_001328047
26940,ENSMUST00000229860,ENSMUSG00000111277,Rab3a,19339,NM_009001
26941,ENSMUST00000180620,ENSMUSG00000097771,Coro1b,23789,
26942,ENSMUST00000181494,ENSMUSG00000097771,Coro1b,23789,NM_011778
26943,ENSMUST00000180891,ENSMUSG00000097771,Coro1b,23789,
26944,ENSMUST00000181909,ENSMUSG00000097771,Coro1b,23789,
26945,ENSMUST00000180605,ENSMUSG00000097771,Coro1b,23789,
